,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
3265,2022-06-20,2,11000,960,1 out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Family,2,Contact Owner
3998,2022-05-01,1,9000,500,3 out of 3,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
4027,2022-05-06,2,17000,875,2 out of 6,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1175,2022-05-29,4,180000,1691,20 out of 32,Carpet Area,"Oberoi Prisma, Agarkar Chowk",Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent
2576,2022-07-09,2,22000,900,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
3176,2022-06-04,2,16000,870,3 out of 3,Super Area,Chennai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1891,2022-05-27,2,20000,1250,3 out of 4,Super Area,"Ags Layout, Hebbal",Bangalore,Semi-Furnished,Family,2,Contact Owner
3082,2022-07-06,3,75000,1900,3 out of 3,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Family,3,Contact Agent
2287,2022-05-25,1,6500,700,Ground out of 1,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1702,2022-05-14,1,9000,500,1 out of 3,Carpet Area,Mudhaliar layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3333,2022-05-26,2,18000,900,1 out of 2,Super Area,Elango Nagar-Virugambakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
325,2022-06-06,3,16000,1200,Ground out of 2,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
1051,2022-06-30,2,40000,650,7 out of 11,Carpet Area,"Gaurav Heights, Kandivali West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2700,2022-05-16,1,20000,650,1 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
3011,2022-05-12,2,15000,850,Ground out of 2,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,1,Contact Owner
2550,2022-07-09,2,36000,1440,2 out of 3,Carpet Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
3622,2022-05-24,5,100000,6000,9 out of 12,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent
620,2022-05-18,3,50000,1000,9 out of 15,Carpet Area,"Heena Gaurav Jewels, Gokuldham",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
1168,2022-06-04,2,52000,550,3 out of 9,Carpet Area,Kalina,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2833,2022-06-30,2,7500,410,2 out of 4,Super Area,Ghitorni,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
328,2022-05-26,2,7000,650,Ground out of 2,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3827,2022-05-02,1,8500,500,Ground out of 2,Super Area,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
897,2022-07-06,1,45000,500,9 out of 16,Carpet Area,Mahim,Mumbai,Unfurnished,Bachelors,2,Contact Agent
3321,2022-06-14,2,12000,900,3 out of 4,Super Area,"Shenoy Nagar, PH Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
1123,2022-07-06,3,90100,975,29 out of 35,Carpet Area,Goregaon East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3928,2022-07-06,3,45000,1900,9 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Unfurnished,Bachelors,3,Contact Agent
4411,2022-06-06,3,22000,1500,3 out of 6,Super Area,Petbasheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
1550,2022-06-12,2,16000,1155,3 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Family,2,Contact Owner
1189,2022-07-09,3,270000,1710,25 out of 48,Carpet Area,"Lodha Bellissimo, Mahalakshmi",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
4144,2022-07-10,3,14000,1360,3 out of 8,Super Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2,Contact Owner
3062,2022-05-21,2,10000,950,1 out of 1,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3395,2022-05-01,2,18000,1120,2 out of 4,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4664,2022-05-16,2,13000,1100,3 out of 5,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4463,2022-06-28,2,15000,1050,1 out of 4,Super Area,"Venkata Ramana Colony, Nagole",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2404,2022-06-27,2,16000,100,3 out of 3,Super Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors,2,Contact Owner
1425,2022-06-08,3,350000,1663,19 out of 85,Carpet Area,"Indiabulls Blu, Worli Naka Acharaya Atre Chowk",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1260,2022-07-07,3,100000,2000,25 out of 50,Super Area,"Auris Serenity, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
809,2022-06-30,1,60000,455,18 out of 22,Carpet Area,"Sugee Sadan, Dadar West",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
978,2022-05-21,2,65000,600,14 out of 17,Carpet Area,"Platinum Prive, Andheri West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2458,2022-06-28,2,6000,300,3 out of 4,Carpet Area,Jhangir Puri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2471,2022-05-27,3,75000,1900,2 out of 3,Super Area,Malviya Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner
1432,2022-06-08,2,31000,700,2 out of 8,Super Area,"Sai Aasha Daya, Mulund East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2395,2022-06-06,1,22000,720,3 out of 3,Carpet Area,Shakti Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
1196,2022-06-04,2,250000,1300,Upper Basement out of 10,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2215,2022-07-07,2,12000,630,3 out of 5,Super Area,Whitefield,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1598,2022-05-27,1,4500,600,1 out of 4,Super Area,Madanayakahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1532,2022-05-04,2,18000,1045,1 out of 2,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1501,2022-06-04,2,10000,600,3 out of 4,Super Area,Talaghattapura,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
174,2022-05-26,1,9000,950,1 out of 2,Super Area,Haltu,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
4325,2022-06-06,3,14000,1400,3 out of 4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3258,2022-06-21,2,15000,700,2 out of 4,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3121,2022-05-06,3,17000,1480,3 out of 4,Super Area,Perumbakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
4022,2022-07-08,3,27000,1850,5 out of 6,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
217,2022-07-03,2,7000,500,1 out of 1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2,Contact Owner
3570,2022-07-06,2,13000,700,Ground out of 2,Super Area,Chintadripet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3396,2022-06-29,2,15000,1000,1 out of 3,Super Area,Varadharajapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
690,2022-07-06,2,48000,700,8 out of 15,Carpet Area,"Sundew CHS, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2369,2022-06-24,2,10000,700,Lower Basement out of 3,Carpet Area,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
3409,2022-05-06,2,7500,700,1 out of 2,Super Area,Madambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2063,2022-07-06,1,9000,900,3 out of 5,Carpet Area,"Btm Layout Stage 2, BTM Layout",Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1106,2022-06-23,3,70000,850,5 out of 8,Super Area,Chembur,Mumbai,Unfurnished,Bachelors,3,Contact Agent
2138,2022-07-04,3,21000,1250,Ground out of 1,Super Area,Margondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4486,2022-05-12,1,9000,300,2 out of 4,Super Area,Begumpet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2242,2022-05-27,1,9000,425,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
3619,2022-07-06,3,25000,1415,4 out of 13,Super Area,G S T Road,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2962,2022-05-10,2,8500,60,2 out of 5,Super Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
3388,2022-07-06,2,12500,400,1 out of 4,Super Area,Karanai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
576,2022-06-15,1,40000,540,2 out of 4,Carpet Area,Vile Parle East,Mumbai,Semi-Furnished,Family,2,Contact Agent
1756,2022-06-16,2,16000,1100,2 out of 4,Super Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4216,2022-07-06,1,8000,400,3 out of 4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
1180,2022-06-16,1,20000,400,3 out of 4,Carpet Area,Bhandup,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
888,2022-07-04,2,17000,1000,3 out of 7,Super Area,"holy complex ,Mira Road, Mumbai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
3299,2022-04-29,2,13000,800,Ground out of 1,Carpet Area,Porur,Chennai,Semi-Furnished,Bachelors,1,Contact Owner
1726,2022-06-30,2,19000,1221,2 out of 5,Carpet Area,"Hosa Road, off Hosur Road",Bangalore,Unfurnished,Bachelors,2,Contact Owner
2447,2022-06-04,1,4500,240,1 out of 2,Super Area,Dilshad Colony,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
817,2022-07-03,1,45000,450,5 out of 7,Carpet Area,Lokhandwala Complex,Mumbai,Furnished,Family,2,Contact Agent
3094,2022-05-16,2,16000,650,2 out of 3,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
208,2022-06-17,2,6000,700,Ground out of 1,Carpet Area,Hatiara Extention,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
293,2022-05-28,2,15000,1500,Ground out of 2,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
1119,2022-06-23,2,55000,750,5 out of 8,Carpet Area,Chandivali,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2034,2022-06-23,2,15000,1100,Ground out of 5,Carpet Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
1370,2022-07-06,3,90000,967,14 out of 33,Carpet Area,"Romell Aether, Goregaon East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
990,2022-05-22,2,41000,780,14 out of 18,Carpet Area,"Nirmal Lifestyle, LBS Marg",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3909,2022-07-05,3,23382,1500,1 out of 1,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2948,2022-04-29,2,23000,900,3 out of 4,Super Area,"Lajpat Nagar II, null",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
353,2022-05-21,2,7000,500,Ground out of 1,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
3583,2022-06-02,2,9500,750,1 out of 3,Super Area,Perumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2788,2022-06-03,3,18000,900,Ground out of 4,Carpet Area,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2348,2022-06-15,1,12000,550,1 out of 3,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2793,2022-05-27,1,20000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent
1228,2022-06-29,3,65000,1050,13 out of 21,Carpet Area,"Hillcrest, Andheri East",Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2804,2022-07-05,2,10000,670,2 out of 4,Super Area,Ram Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner
4624,2022-06-09,1,5000,540,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2470,2022-07-04,2,15500,900,Ground out of 3,Carpet Area,Vivek Vihar Phase 2,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
4503,2022-05-12,3,25000,1600,4 out of 5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
1504,2022-06-04,1,7500,400,1 out of 2,Super Area,Rajajinagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2337,2022-05-27,2,9000,875,Ground out of 1,Super Area,"Kereguddadahalli, chikkabanavara Bangalore",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
52,2022-07-03,2,5000,800,Ground out of 1,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
1752,2022-05-31,1,8500,350,2 out of 3,Super Area,Bommanahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1564,2022-05-23,1,12000,450,3 out of 3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2751,2022-05-14,2,12000,900,1 out of 2,Super Area,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
3984,2022-06-25,2,10000,1100,Ground out of 2,Carpet Area,Gajularamaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3938,2022-05-06,3,30000,1450,9 out of 13,Carpet Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2225,2022-04-29,2,18000,850,3 out of 4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1033,2022-07-07,1,20000,280,11 out of 24,Carpet Area,Century Bazaar,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1097,2022-05-10,1,20000,330,4 out of 8,Carpet Area,Andheri West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3239,2022-05-25,2,9000,600,2 out of 2,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3879,2022-06-30,4,250000,4500,Ground out of 2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,4,Contact Agent
1657,2022-05-23,2,10000,535,3 out of 4,Super Area,"Moodalaplya, Vijayanagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2492,2022-05-05,1,16000,900,3 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner
30,2022-05-21,1,7500,350,Ground out of 2,Carpet Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
725,2022-07-06,2,85000,850,1 out of 8,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,2,Contact Agent
3559,2022-06-14,2,10000,1015,Ground out of 2,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2298,2022-04-29,2,7500,1100,Ground out of 3,Super Area,"Vinayak Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
436,2022-05-09,1,5500,800,2 out of 3,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2274,2022-07-06,3,60000,1710,6 out of 18,Carpet Area,"Ambedkar Colony, Yelahanka",Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent
912,2022-07-07,1,24000,500,3 out of 7,Carpet Area,Dattani Park,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
4691,2022-06-29,3,20000,1100,2 out of 5,Super Area,New Mallepally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3910,2022-06-10,2,9500,1140,3 out of 4,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
4288,2022-06-14,2,15000,110,2 out of 3,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3046,2022-05-26,2,10000,1030,1 out of 2,Carpet Area,Camp Road,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3548,2022-06-10,3,14000,1155,15 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2688,2022-06-07,4,30000,1800,6 out of 8,Super Area,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
1238,2022-07-09,4,200000,2200,11 out of 20,Carpet Area,Seven Bungalows,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
903,2022-06-23,3,75000,1000,6 out of 12,Carpet Area,Chembur,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
4109,2022-05-28,3,16500,1771,2 out of 5,Super Area,Bandam Kommu,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2905,2022-07-02,2,25000,1100,Ground out of 3,Super Area,New Delhi,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2943,2022-05-10,1,18000,700,1 out of 5,Super Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
183,2022-04-25,2,11000,550,2 out of 3,Carpet Area,Ultadanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3733,2022-07-06,1,4000,300,1 out of 2,Super Area,Tiruvottiyur,Chennai,Unfurnished,Bachelors,1,Contact Owner
1553,2022-05-27,4,110000,2900,7 out of 18,Carpet Area,whitefield,Bangalore,Furnished,Bachelors,4,Contact Agent
321,2022-06-01,2,5000,420,Ground out of 2,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1510,2022-07-06,3,50000,2000,1 out of 2,Carpet Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
4192,2022-07-06,2,12333,1200,Ground out of 1,Super Area,Alwal,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1513,2022-06-16,2,13000,700,Ground out of 1,Carpet Area,"Vv Nagar, Bikasipura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1563,2022-06-22,2,15000,1000,Ground out of 3,Super Area,"Dwarka Nagar, Kattigenahalli",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1839,2022-06-04,2,16000,1100,2 out of 4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4581,2022-07-06,3,37000,1700,Ground out of 15,Super Area,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
1146,2022-07-09,4,250000,2500,2 out of 10,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
1773,2022-06-04,1,5000,350,2 out of 2,Carpet Area,"Chamundi Nagar, Rajajinagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
44,2022-05-27,1,6000,300,Ground out of 3,Super Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2228,2022-06-10,1,6200,400,2 out of 3,Super Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1551,2022-06-21,1,7500,440,3 out of 4,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2960,2022-05-27,3,45000,2000,3 out of 4,Super Area,Jangpura,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
413,2022-04-23,3,36125,1700,Ground out of 2,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
3964,2022-06-23,2,12500,1100,3 out of 3,Carpet Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
1412,2022-06-12,2,55000,955,8 out of 22,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
801,2022-06-27,1,35000,450,6 out of 10,Carpet Area,Borivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
1288,2022-07-06,2,60000,888,5 out of 20,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3013,2022-04-30,2,6000,900,1 out of 1,Super Area,Guduvancheri,Chennai,Unfurnished,Bachelors,2,Contact Owner
2249,2022-06-04,2,11000,600,1 out of 3,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3477,2022-06-18,2,26000,1020,3 out of 17,Super Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3891,2022-07-06,2,14000,900,Ground out of 2,Carpet Area,Karmanghat,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
256,2022-06-30,2,5300,650,1 out of 1,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2856,2022-05-18,2,17000,650,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
1437,2022-07-02,1,7500,630,3 out of 12,Super Area,"Sumit Greendale, Chikhal Dongari",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1151,2022-07-09,3,240000,1358,40 out of 50,Carpet Area,"Lodha Kiara, Worli Hill",Mumbai,Semi-Furnished,Family,4,Contact Agent
3447,2022-05-27,2,12500,900,1 out of 1,Carpet Area,Ambattur,Chennai,Unfurnished,Bachelors,2,Contact Owner
647,2022-06-04,2,80000,500,1 out of 5,Carpet Area,Vile Parle East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2665,2022-06-18,3,29000,2000,1 out of 4,Carpet Area,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
1769,2022-06-20,1,10000,1000,Ground out of 2,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2146,2022-05-27,3,30000,1500,4 out of 4,Carpet Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
3437,2022-06-07,3,16000,1525,6 out of 29,Carpet Area,Thalambur,Chennai,Semi-Furnished,Family,3,Contact Owner
1694,2022-05-27,2,23000,1300,3 out of 4,Super Area,Bangalore,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1665,2022-06-23,2,13000,600,1 out of 5,Super Area,Vibhutipura,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2952,2022-07-04,2,27000,1300,Ground out of 2,Carpet Area,Aya Nagar Extension,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2311,2022-06-15,2,11000,700,Ground out of 2,Carpet Area,Uttarahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3973,2022-05-16,3,16000,1500,2 out of 3,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Family,3,Contact Owner
4519,2022-07-06,3,8000,1100,2 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
263,2022-06-13,2,15000,723,Ground out of 3,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner
